,Unnamed: 0,X,period.name,date,player.load,position,player.name,player.load...min,period.number,win.or.loss,tot.fga,x3pt.fga,fta,tp,to,min,duration,game.or.practice,day,home.or.away,Injury,shoot_percentage
5786,5787,5787,Session,2013/11/15,552.32,F,Player1,6.01189,0,0,1,0,0,2,0,10,5512,1,6,0,0,1
5787,5788,5788,Session,2013/11/15,716.69,G,Player2,6.88736,0,0,4,3,2,5,2,14,6243,1,6,0,0,0.238095238
5788,5789,5789,Session,2013/11/15,829.20999,F,Player3,6.99211,0,0,6,5,3,11,1,28,7115,1,6,0,0,0.333333333
5789,5790,5790,Session,2013/11/15,335.96,G,Player4,4.3244,0,0,0,0,0,0,0,0,4661,1,6,0,0,0
5790,5791,5791,Session,2013/11/15,1036.25999,F,Player5,7.63844,0,0,16,5,10,21,3,36,8139,1,6,0,0,0.313432836
5791,5792,5792,Session,2013/11/15,774.44999,C,Player6,6.27348,0,0,6,0,10,12,3,30,7406,1,6,0,0,0.375
5792,5793,5793,Session,2013/11/15,841.31999,G,Player7,7.28644,0,0,8,2,0,6,1,26,6927,1,6,0,0,0.272727273
5793,5794,5794,Session,2013/11/15,469.37,C,Player8,6.04163,0,0,0,0,0,0,0,0,4661,1,6,0,0,0
5794,5795,5795,Session,2013/11/15,499.74,F,Player9,7.81642,0,0,10,3,0,10,1,29,3836,1,6,0,0,0.344827586
5795,5796,5796,Session,2013/11/15,822.88999,G,Player10,6.81298,0,0,14,8,2,13,0,27,7246,1,6,0,0,0.232142857
5796,5797,5797,Pre Game Shooting,2013/11/15,46.6,F,Player1,2.34776,1,0,0,0,0,0,0,0,1190,1,6,0,0,0
5797,5798,5798,Pre Game Shooting,2013/11/15,54.24,G,Player2,2.73268,1,0,0,0,0,0,0,0,1190,1,6,0,0,0
5798,5799,5799,Pre Game Shooting,2013/11/15,71.14,F,Player3,3.58412,1,0,0,0,0,0,0,0,1190,1,6,0,0,0
5799,5800,5800,Pre Game Shooting,2013/11/15,63.97,G,Player4,3.22289,1,0,0,0,0,0,0,0,1190,1,6,0,0,0
5800,5801,5801,Pre Game Shooting,2013/11/15,59.35,F,Player5,2.99013,1,0,0,0,0,0,0,0,1190,1,6,0,0,0
5801,5802,5802,Pre Game Shooting,2013/11/15,60.98,C,Player6,3.07225,1,0,0,0,0,0,0,0,1190,1,6,0,0,0
5802,5803,5803,Pre Game Shooting,2013/11/15,52.25,G,Player7,2.63242,1,0,0,0,0,0,0,0,1190,1,6,0,0,0
5803,5804,5804,Pre Game Shooting,2013/11/15,130.64,C,Player8,6.5818,1,0,0,0,0,0,0,0,1190,1,6,0,0,0
5804,5805,5805,Pre Game Shooting,2013/11/15,45.01,G,Player10,2.26766,1,0,0,0,0,0,0,0,1190,1,6,0,0,0
5805,5806,5806,Court Warm Up,2013/11/15,52.92,F,Player1,6.21224,2,0,0,0,0,0,0,0,511,1,6,0,0,0
5806,5807,5807,Court Warm Up,2013/11/15,57.83,G,Player2,6.78862,2,0,0,0,0,0,0,0,511,1,6,0,0,0
5807,5808,5808,Court Warm Up,2013/11/15,46.4,F,Player3,5.44686,2,0,0,0,0,0,0,0,511,1,6,0,0,0
5808,5809,5809,Court Warm Up,2013/11/15,40.54,G,Player4,4.75896,2,0,0,0,0,0,0,0,511,1,6,0,0,0
5809,5810,5810,Court Warm Up,2013/11/15,48.12,F,Player5,5.64877,2,0,0,0,0,0,0,0,511,1,6,0,0,0
5810,5811,5811,Court Warm Up,2013/11/15,43.54,C,Player6,5.11113,2,0,0,0,0,0,0,0,511,1,6,0,0,0
5811,5812,5812,Court Warm Up,2013/11/15,56.9,G,Player7,6.67945,2,0,0,0,0,0,0,0,511,1,6,0,0,0
5812,5813,5813,Court Warm Up,2013/11/15,54.07,C,Player8,6.34724,2,0,0,0,0,0,0,0,511,1,6,0,0,0
5813,5814,5814,Court Warm Up,2013/11/15,56.7,G,Player10,6.65597,2,0,0,0,0,0,0,0,511,1,6,0,0,0
5814,5815,5815,Coach Warm Up,2013/11/15,100.46,F,Player1,5.98374,3,0,0,0,0,0,0,0,1007,1,6,0,0,0
5815,5816,5816,Coach Warm Up,2013/11/15,142.89,G,Player2,8.51101,3,0,0,0,0,0,0,0,1007,1,6,0,0,0
5816,5817,5817,Coach Warm Up,2013/11/15,102.18,F,Player3,6.08619,3,0,0,0,0,0,0,0,1007,1,6,0,0,0
5817,5818,5818,Coach Warm Up,2013/11/15,89.97,G,Player4,5.35892,3,0,0,0,0,0,0,0,1007,1,6,0,0,0
5818,5819,5819,Coach Warm Up,2013/11/15,97.7,F,Player5,5.81934,3,0,0,0,0,0,0,0,1007,1,6,0,0,0
5819,5820,5820,Coach Warm Up,2013/11/15,82.99,C,Player6,4.94317,3,0,0,0,0,0,0,0,1007,1,6,0,0,0
5820,5821,5821,Coach Warm Up,2013/11/15,99.61,G,Player7,5.93311,3,0,0,0,0,0,0,0,1007,1,6,0,0,0
5821,5822,5822,Coach Warm Up,2013/11/15,95.32,C,Player8,5.67758,3,0,0,0,0,0,0,0,1007,1,6,0,0,0
5822,5823,5823,Coach Warm Up,2013/11/15,119.64,G,Player10,7.12617,3,0,0,0,0,0,0,0,1007,1,6,0,0,0
5823,5824,5824,Layup Lines,2013/11/15,93.53,F,Player1,6.69674,4,0,0,0,0,0,0,0,837,1,6,0,0,0
5824,5825,5825,Layup Lines,2013/11/15,93.13,G,Player2,6.6681,4,0,0,0,0,0,0,0,837,1,6,0,0,0
5825,5826,5826,Layup Lines,2013/11/15,86.46,F,Player3,6.19053,4,0,0,0,0,0,0,0,837,1,6,0,0,0
5826,5827,5827,Layup Lines,2013/11/15,81.18,G,Player4,5.81248,4,0,0,0,0,0,0,0,837,1,6,0,0,0
5827,5828,5828,Layup Lines,2013/11/15,101.58,F,Player5,7.27312,4,0,0,0,0,0,0,0,837,1,6,0,0,0
5828,5829,5829,Layup Lines,2013/11/15,81.09,C,Player6,5.80604,4,0,0,0,0,0,0,0,837,1,6,0,0,0
5829,5830,5830,Layup Lines,2013/11/15,84.49,G,Player7,6.04948,4,0,0,0,0,0,0,0,837,1,6,0,0,0
5830,5831,5831,Layup Lines,2013/11/15,105.89,C,Player8,7.58171,4,0,0,0,0,0,0,0,837,1,6,0,0,0
5831,5832,5832,Layup Lines,2013/11/15,93.67,G,Player10,6.70676,4,0,0,0,0,0,0,0,837,1,6,0,0,0
5832,5833,5833,Pregame Layup Lines,2013/11/15,26.51,F,Player1,6.39386,5,0,0,0,0,0,0,0,248,1,6,0,0,0
5833,5834,5834,Pregame Layup Lines,2013/11/15,35.93,G,Player2,8.66584,5,0,0,0,0,0,0,0,248,1,6,0,0,0
5834,5835,5835,Pregame Layup Lines,2013/11/15,26.6,F,Player3,6.41556,5,0,0,0,0,0,0,0,248,1,6,0,0,0
5835,5836,5836,Pregame Layup Lines,2013/11/15,28.29,G,Player4,6.82317,5,0,0,0,0,0,0,0,248,1,6,0,0,0
5836,5837,5837,Pregame Layup Lines,2013/11/15,25.62,F,Player5,6.1792,5,0,0,0,0,0,0,0,248,1,6,0,0,0
5837,5838,5838,Pregame Layup Lines,2013/11/15,27.06,C,Player6,6.52651,5,0,0,0,0,0,0,0,248,1,6,0,0,0
5838,5839,5839,Pregame Layup Lines,2013/11/15,24.99,G,Player7,6.02725,5,0,0,0,0,0,0,0,248,1,6,0,0,0
5839,5840,5840,Pregame Layup Lines,2013/11/15,35.22,C,Player8,8.49459,5,0,0,0,0,0,0,0,248,1,6,0,0,0
5840,5841,5841,Pregame Layup Lines,2013/11/15,25.79,F,Player9,6.2202,1,0,0,0,0,0,0,0,248,1,6,0,0,0
5841,5842,5842,Pregame Layup Lines,2013/11/15,28.83,G,Player10,6.95341,5,0,0,0,0,0,0,0,248,1,6,0,0,0
5842,5843,5843,1st 4 Minutes,2013/11/15,0.1,F,Player1,0.99668,6,0,0,0,0,0,0,0,6,1,6,0,0,0
5843,5844,5844,1st 4 Minutes,2013/11/15,21.67,G,Player2,12.0657,6,0,0,0,0,0,0,0,107,1,6,0,0,0
5844,5845,5845,1st 4 Minutes,2013/11/15,17.56,F,Player3,9.24535,6,0,0,0,0,0,0,0,113,1,6,0,0,0
5845,5846,5846,1st 4 Minutes,2013/11/15,0.16,G,Player4,1.59468,6,0,0,0,0,0,0,0,6,1,6,0,0,0
5846,5847,5847,1st 4 Minutes,2013/11/15,78.18,F,Player5,11.57822,6,0,0,0,0,0,0,0,405,1,6,0,0,0
5847,5848,5848,1st 4 Minutes,2013/11/15,69.6,C,Player6,10.15959,6,0,0,0,0,0,0,0,411,1,6,0,0,0
5848,5849,5849,1st 4 Minutes,2013/11/15,60.8,G,Player7,12.12847,6,0,0,0,0,0,0,0,300,1,6,0,0,0
5849,5850,5850,1st 4 Minutes,2013/11/15,0.05,C,Player8,0.49834,6,0,0,0,0,0,0,0,6,1,6,0,0,0
5850,5851,5851,1st 4 Minutes,2013/11/15,48.49,F,Player9,8.99545,2,0,0,0,0,0,0,0,323,1,6,0,0,0
5851,5852,5852,1st 4 Minutes,2013/11/15,69.18,G,Player10,10.09829,6,0,0,0,0,0,0,0,411,1,6,0,0,0
5852,5853,5853,2nd 4 Minutes,2013/11/15,37.83,F,Player1,9.25354,7,0,0,0,0,0,0,0,245,1,6,0,0,0
5853,5854,5854,2nd 4 Minutes,2013/11/15,41.06,G,Player2,6.46784,7,0,0,0,0,0,0,0,380,1,6,0,0,0
5854,5855,5855,2nd 4 Minutes,2013/11/15,95.95,F,Player3,10.51795,7,0,0,0,0,0,0,0,547,1,6,0,0,0
5855,5856,5856,2nd 4 Minutes,2013/11/15,4.32,G,Player4,0.47355,7,0,0,0,0,0,0,0,547,1,6,0,0,0
5856,5857,5857,2nd 4 Minutes,2013/11/15,87.44,F,Player5,11.85949,7,0,0,0,0,0,0,0,442,1,6,0,0,0
5857,5858,5858,2nd 4 Minutes,2013/11/15,68.1,C,Player6,7.61915,7,0,0,0,0,0,0,0,536,1,6,0,0,0
5858,5859,5859,2nd 4 Minutes,2013/11/15,42.9,G,Player7,6.31874,7,0,0,0,0,0,0,0,407,1,6,0,0,0
5859,5860,5860,2nd 4 Minutes,2013/11/15,11.11,C,Player8,1.21787,7,0,0,0,0,0,0,0,547,1,6,0,0,0
5860,5861,5861,2nd 4 Minutes,2013/11/15,65.91,F,Player9,7.22499,3,0,0,0,0,0,0,0,547,1,6,0,0,0
5861,5862,5862,2nd 4 Minutes,2013/11/15,22.5,G,Player10,9.16684,7,0,0,0,0,0,0,0,147,1,6,0,0,0
5862,5863,5863,3rd 4 Minutes,2013/11/15,38.25,F,Player1,9.07186,8,0,0,0,0,0,0,0,252,1,6,0,0,0
5863,5864,5864,3rd 4 Minutes,2013/11/15,26.25,G,Player2,7.10195,8,0,0,0,0,0,0,0,221,1,6,0,0,0
5864,5865,5865,3rd 4 Minutes,2013/11/15,61.07,F,Player3,8.9032,8,0,0,0,0,0,0,0,411,1,6,0,0,0
5865,5866,5866,3rd 4 Minutes,2013/11/15,0.41,G,Player4,1.33333,8,0,0,0,0,0,0,0,18,1,6,0,0,0
5866,5867,5867,3rd 4 Minutes,2013/11/15,39.46,F,Player5,9.15793,8,0,0,0,0,0,0,0,258,1,6,0,0,0
5867,5868,5868,3rd 4 Minutes,2013/11/15,32.26,C,Player6,10.36854,8,0,0,0,0,0,0,0,186,1,6,0,0,0
5868,5869,5869,3rd 4 Minutes,2013/11/15,34.51,G,Player7,10.04512,8,0,0,0,0,0,0,0,206,1,6,0,0,0
5869,5870,5870,3rd 4 Minutes,2013/11/15,0.68,C,Player8,2.21138,8,0,0,0,0,0,0,0,18,1,6,0,0,0
5870,5871,5871,3rd 4 Minutes,2013/11/15,27.12,F,Player9,8.83244,4,0,0,0,0,0,0,0,184,1,6,0,0,0
5871,5872,5872,3rd 4 Minutes,2013/11/15,54.38,G,Player10,7.92788,8,0,0,0,0,0,0,0,411,1,6,0,0,0
5872,5873,5873,4th 4 Minutes,2013/11/15,0.28,F,Player1,2.28261,9,0,0,0,0,0,0,0,7,1,6,0,0,0
5873,5874,5874,4th 4 Minutes,2013/11/15,0.19,G,Player2,1.54891,9,0,0,0,0,0,0,0,7,1,6,0,0,0
5874,5875,5875,4th 4 Minutes,2013/11/15,15.68,F,Player3,11.26976,9,0,0,0,0,0,0,0,83,1,6,0,0,0
5875,5876,5876,4th 4 Minutes,2013/11/15,0.09,G,Player4,0.7337,9,0,0,0,0,0,0,0,7,1,6,0,0,0
5876,5877,5877,4th 4 Minutes,2013/11/15,52.34,F,Player5,10.3211,9,0,0,0,0,0,0,0,304,1,6,0,0,0
5877,5878,5878,4th 4 Minutes,2013/11/15,32.71,C,Player6,8.52452,9,0,0,0,0,0,0,0,230,1,6,0,0,0
5878,5879,5879,4th 4 Minutes,2013/11/15,62.43,G,Player7,12.31078,9,0,0,0,0,0,0,0,304,1,6,0,0,0
5879,5880,5880,4th 4 Minutes,2013/11/15,0.25,C,Player8,2.03804,9,0,0,0,0,0,0,0,7,1,6,0,0,0
5880,5881,5881,4th 4 Minutes,2013/11/15,48.69,F,Player9,9.60134,5,0,0,0,0,0,0,0,304,1,6,0,0,0
5881,5882,5882,4th 4 Minutes,2013/11/15,50.8,G,Player10,10.01742,9,0,0,0,0,0,0,0,304,1,6,0,0,0
5882,5883,5883,5th 4 Minutes,2013/11/15,0.31,F,Player1,1.84341,10,0,0,0,0,0,0,0,10,1,6,0,0,0
5883,5884,5884,5th 4 Minutes,2013/11/15,0.31,G,Player2,1.84341,10,0,0,0,0,0,0,0,10,1,6,0,0,0
5884,5885,5885,5th 4 Minutes,2013/11/15,63.36,F,Player3,10.7563,10,0,0,0,0,0,0,0,353,1,6,0,0,0
5885,5886,5886,5th 4 Minutes,2013/11/15,0.14,G,Player4,0.83251,10,0,0,0,0,0,0,0,10,1,6,0,0,0
5886,5887,5887,5th 4 Minutes,2013/11/15,75.16,F,Player5,11.32525,10,0,0,0,0,0,0,0,398,1,6,0,0,0
5887,5888,5888,5th 4 Minutes,2013/11/15,36.32,C,Player6,8.08579,10,0,0,0,0,0,0,0,269,1,6,0,0,0
5888,5889,5889,5th 4 Minutes,2013/11/15,85.03,G,Player7,12.81248,10,0,0,0,0,0,0,0,398,1,6,0,0,0
5889,5890,5890,5th 4 Minutes,2013/11/15,0.37,C,Player8,2.2002,10,0,0,0,0,0,0,0,10,1,6,0,0,0
5890,5891,5891,5th 4 Minutes,2013/11/15,58.62,F,Player9,8.83297,6,0,0,0,0,0,0,0,398,1,6,0,0,0
5891,5892,5892,5th 4 Minutes,2013/11/15,35.61,G,Player10,12.05076,10,0,0,0,0,0,0,0,177,1,6,0,0,0
5892,5893,5893,Halftime Warm Up,2013/11/15,30.45,F,Player1,7.30099,11,0,0,0,0,0,0,0,250,1,6,0,0,0
5893,5894,5894,Halftime Warm Up,2013/11/15,32.81,G,Player2,7.86685,11,0,0,0,0,0,0,0,250,1,6,0,0,0
5894,5895,5895,Halftime Warm Up,2013/11/15,30.88,F,Player3,7.40409,11,0,0,0,0,0,0,0,250,1,6,0,0,0
5895,5896,5896,Halftime Warm Up,2013/11/15,26.57,G,Player4,6.37068,11,0,0,0,0,0,0,0,250,1,6,0,0,0
5896,5897,5897,Halftime Warm Up,2013/11/15,26.24,F,Player5,6.29156,11,0,0,0,0,0,0,0,250,1,6,0,0,0
5897,5898,5898,Halftime Warm Up,2013/11/15,22.62,C,Player6,5.42359,11,0,0,0,0,0,0,0,250,1,6,0,0,0
5898,5899,5899,Halftime Warm Up,2013/11/15,22.44,G,Player7,5.38043,11,0,0,0,0,0,0,0,250,1,6,0,0,0
5899,5900,5900,Halftime Warm Up,2013/11/15,35.13,C,Player8,8.42311,11,0,0,0,0,0,0,0,250,1,6,0,0,0
5900,5901,5901,Halftime Warm Up,2013/11/15,24.61,F,Player9,5.90074,7,0,0,0,0,0,0,0,250,1,6,0,0,0
5901,5902,5902,Halftime Warm Up,2013/11/15,23.8,G,Player10,5.70652,11,0,0,0,0,0,0,0,250,1,6,0,0,0
5902,5903,5903,2nd 1st 4 Minutes,2013/11/15,6.26,F,Player1,10.16509,12,0,0,0,0,0,0,0,36,1,6,0,0,0
5903,5904,5904,2nd 1st 4 Minutes,2013/11/15,33.73,G,Player2,13.74771,12,0,0,0,0,0,0,0,147,1,6,0,0,0
5904,5905,5905,2nd 1st 4 Minutes,2013/11/15,22.84,F,Player3,9.30915,12,0,0,0,0,0,0,0,147,1,6,0,0,0
5905,5906,5906,2nd 1st 4 Minutes,2013/11/15,0.02,G,Player4,0.3352,12,0,0,0,0,0,0,0,3,1,6,0,0,0
5906,5907,5907,2nd 1st 4 Minutes,2013/11/15,69.51,F,Player5,11.04824,12,0,0,0,0,0,0,0,377,1,6,0,0,0
5907,5908,5908,2nd 1st 4 Minutes,2013/11/15,59.25,C,Player6,8.65258,12,0,0,0,0,0,0,0,410,1,6,0,0,0
5908,5909,5909,2nd 1st 4 Minutes,2013/11/15,51.37,G,Player7,10.89656,12,0,0,0,0,0,0,0,282,1,6,0,0,0
5909,5910,5910,2nd 1st 4 Minutes,2013/11/15,0.01,C,Player8,0.1676,12,0,0,0,0,0,0,0,3,1,6,0,0,0
5910,5911,5911,2nd 1st 4 Minutes,2013/11/15,52.69,F,Player9,7.69459,8,0,0,0,0,0,0,0,410,1,6,0,0,0
5911,5912,5912,2nd 1st 4 Minutes,2013/11/15,37.35,G,Player10,7.92265,12,0,0,0,0,0,0,0,282,1,6,0,0,0
5912,5913,5913,2nd 2nd 4 Minutes,2013/11/15,72.16,F,Player1,10.70809,13,0,0,0,0,0,0,0,404,1,6,0,0,0
5913,5914,5914,2nd 2nd 4 Minutes,2013/11/15,44.36,G,Player2,6.58274,13,0,0,0,0,0,0,0,404,1,6,0,0,0
5914,5915,5915,2nd 2nd 4 Minutes,2013/11/15,35.76,F,Player3,11.69073,13,0,0,0,0,0,0,0,183,1,6,0,0,0
5915,5916,5916,2nd 2nd 4 Minutes,2013/11/15,0.02,G,Player4,0.23211,13,0,0,0,0,0,0,0,5,1,6,0,0,0
5916,5917,5917,2nd 2nd 4 Minutes,2013/11/15,38.07,F,Player5,10.10842,13,0,0,0,0,0,0,0,225,1,6,0,0,0
5917,5918,5918,2nd 2nd 4 Minutes,2013/11/15,28.33,C,Player6,9.2617,13,0,0,0,0,0,0,0,183,1,6,0,0,0
5918,5919,5919,2nd 2nd 4 Minutes,2013/11/15,38.08,G,Player7,10.11108,13,0,0,0,0,0,0,0,225,1,6,0,0,0
5919,5920,5920,2nd 2nd 4 Minutes,2013/11/15,0.01,C,Player8,0.11605,13,0,0,0,0,0,0,0,5,1,6,0,0,0
5920,5921,5921,2nd 2nd 4 Minutes,2013/11/15,25.08,F,Player9,8.1992,9,0,0,0,0,0,0,0,183,1,6,0,0,0
5921,5922,5922,2nd 2nd 4 Minutes,2013/11/15,34.45,G,Player10,9.14723,13,0,0,0,0,0,0,0,225,1,6,0,0,0
5922,5923,5923,2nd 3rd 4 Minutes,2013/11/15,19.95,F,Player1,3.29598,14,0,0,0,0,0,0,0,363,1,6,0,0,0
5923,5924,5924,2nd 3rd 4 Minutes,2013/11/15,0.07,G,Player2,0.95023,14,0,0,0,0,0,0,0,4,1,6,0,0,0
5924,5925,5925,2nd 3rd 4 Minutes,2013/11/15,77.44,F,Player3,7.81946,14,0,0,0,0,0,0,0,594,1,6,0,0,0
5925,5926,5926,2nd 3rd 4 Minutes,2013/11/15,0.08,G,Player4,1.08597,14,0,0,0,0,0,0,0,4,1,6,0,0,0
5926,5927,5927,2nd 3rd 4 Minutes,2013/11/15,88.71,F,Player5,8.95744,14,0,0,0,0,0,0,0,594,1,6,0,0,0
5927,5928,5928,2nd 3rd 4 Minutes,2013/11/15,28.38,C,Player6,7.2318,14,0,0,0,0,0,0,0,235,1,6,0,0,0
5928,5929,5929,2nd 3rd 4 Minutes,2013/11/15,96.74,G,Player7,9.76826,14,0,0,0,0,0,0,0,594,1,6,0,0,0
5929,5930,5930,2nd 3rd 4 Minutes,2013/11/15,0.08,C,Player8,1.08597,14,0,0,0,0,0,0,0,4,1,6,0,0,0
5930,5931,5931,2nd 3rd 4 Minutes,2013/11/15,39.68,F,Player9,7.69639,10,0,0,0,0,0,0,0,309,1,6,0,0,0
5931,5932,5932,2nd 3rd 4 Minutes,2013/11/15,36.61,G,Player10,7.59307,14,0,0,0,0,0,0,0,289,1,6,0,0,0
5932,5933,5933,2nd 4th 4 Minutes,2013/11/15,26.43,F,Player1,11.97282,15,0,0,0,0,0,0,0,132,1,6,0,0,0
5933,5934,5934,2nd 4th 4 Minutes,2013/11/15,55.62,G,Player2,10.67733,15,0,0,0,0,0,0,0,312,1,6,0,0,0
5934,5935,5935,2nd 4th 4 Minutes,2013/11/15,20.15,F,Player3,7.92423,15,0,0,0,0,0,0,0,152,1,6,0,0,0
5935,5936,5936,2nd 4th 4 Minutes,2013/11/15,0.1,G,Player4,1.13636,15,0,0,0,0,0,0,0,5,1,6,0,0,0
5936,5937,5937,2nd 4th 4 Minutes,2013/11/15,77.06,F,Player5,10.0548,15,0,0,0,0,0,0,0,459,1,6,0,0,0
5937,5938,5938,2nd 4th 4 Minutes,2013/11/15,45.53,C,Player6,8.21174,15,0,0,0,0,0,0,0,332,1,6,0,0,0
5938,5939,5939,2nd 4th 4 Minutes,2013/11/15,26.4,G,Player7,11.63765,15,0,0,0,0,0,0,0,136,1,6,0,0,0
5939,5940,5940,2nd 4th 4 Minutes,2013/11/15,0.23,C,Player8,2.61364,15,0,0,0,0,0,0,0,5,1,6,0,0,0
5940,5941,5941,2nd 4th 4 Minutes,2013/11/15,60.84,F,Player9,7.93841,11,0,0,0,0,0,0,0,459,1,6,0,0,0
5941,5942,5942,2nd 4th 4 Minutes,2013/11/15,50.05,G,Player10,9.28026,15,0,0,0,0,0,0,0,323,1,6,0,0,0
5942,5943,5943,2nd 5th 4 Minutes,2013/11/15,0.28,F,Player1,2.31087,16,0,0,0,0,0,0,0,7,1,6,0,0,0
5943,5944,5944,2nd 5th 4 Minutes,2013/11/15,76.6,G,Player2,7.65031,16,0,0,0,0,0,0,0,600,1,6,0,0,0
5944,5945,5945,2nd 5th 4 Minutes,2013/11/15,55.74,F,Player3,6.9406,16,0,0,0,0,0,0,0,481,1,6,0,0,0
5945,5946,5946,2nd 5th 4 Minutes,2013/11/15,0.1,G,Player4,0.82531,16,0,0,0,0,0,0,0,7,1,6,0,0,0
5946,5947,5947,2nd 5th 4 Minutes,2013/11/15,71.72,F,Player5,6.85835,16,0,0,0,0,0,0,0,627,1,6,0,0,0
5947,5948,5948,2nd 5th 4 Minutes,2013/11/15,55.69,C,Player6,5.92174,16,0,0,0,0,0,0,0,564,1,6,0,0,0
5948,5949,5949,2nd 5th 4 Minutes,2013/11/15,2.38,G,Player7,5.58249,16,0,0,0,0,0,0,0,25,1,6,0,0,0
5949,5950,5950,2nd 5th 4 Minutes,2013/11/15,0.31,C,Player8,2.55846,16,0,0,0,0,0,0,0,7,1,6,0,0,0
5950,5951,5951,2nd 5th 4 Minutes,2013/11/15,22.22,F,Player9,6.17137,12,0,0,0,0,0,0,0,216,1,6,0,0,0
5951,5952,5952,2nd 5th 4 Minutes,2013/11/15,64.31,G,Player10,6.14975,16,0,0,0,0,0,0,0,627,1,6,0,0,0
6149,6150,6150,Session,2016/11/15,453.56,F,Player1,4.49894,0,1,0,0,0,0,1,6,6048,1,2,0,0,0
6150,6151,6151,Session,2016/11/15,611.97,G,Player2,5.31641,0,1,2,1,0,0,3,14,6906,1,2,0,0,0
6151,6152,6152,Session,2016/11/15,907.07999,F,Player3,5.56001,0,1,10,3,2,11,2,40,9788,1,2,0,0,0.333333333
6152,6153,6153,Session,2016/11/15,528.96,G,Player4,4.78794,0,1,1,0,0,2,0,10,6628,1,2,0,0,1
6153,6154,6154,Session,2016/11/15,924.11,F,Player5,6.33555,0,1,11,4,12,18,4,31,8751,1,2,0,0,0.310344828
6154,6155,6155,Session,2016/11/15,912.46001,C,Player6,5.55753,0,1,7,0,6,17,1,44,9851,1,2,0,0,0.653846154
6155,6156,6156,Session,2016/11/15,917.00999,G,Player7,6.41544,0,1,4,1,6,9,2,30,8576,1,2,0,0,0.391304348
6156,6157,6157,Session,2016/11/15,422.72,C,Player8,4.51685,0,1,0,0,0,0,0,0,5615,1,2,0,0,0
6157,6158,6158,Session,2016/11/15,587.57,F,Player9,4.87667,0,1,4,2,2,2,2,19,7229,1,2,0,0,0.111111111
6158,6159,6159,Session,2016/11/15,835.16999,G,Player10,5.90709,0,1,15,6,1,16,5,31,8483,1,2,0,0,0.32
6159,6160,6160,Pregame Shooting,2016/11/15,64.19,F,Player1,1.87861,1,1,0,0,0,0,0,0,2050,1,2,0,0,0
6160,6161,6161,Pregame Shooting,2016/11/15,18.27,G,Player2,0.5347,1,1,0,0,0,0,0,0,2050,1,2,0,0,0
6161,6162,6162,Pregame Shooting,2016/11/15,62.48,F,Player3,1.82857,1,1,0,0,0,0,0,0,2050,1,2,0,0,0
6162,6163,6163,Pregame Shooting,2016/11/15,105.74,G,Player4,3.09463,1,1,0,0,0,0,0,0,2050,1,2,0,0,0
6163,6164,6164,Pregame Shooting,2016/11/15,68.64,F,Player5,2.00885,1,1,0,0,0,0,0,0,2050,1,2,0,0,0
6164,6165,6165,Pregame Shooting,2016/11/15,53.81,C,Player6,1.57483,1,1,0,0,0,0,0,0,2050,1,2,0,0,0
6165,6166,6166,Pregame Shooting,2016/11/15,66.53,G,Player7,1.9471,1,1,0,0,0,0,0,0,2050,1,2,0,0,0
6166,6167,6167,Pregame Shooting,2016/11/15,79.21,C,Player8,2.31819,1,1,0,0,0,0,0,0,2050,1,2,0,0,0
6167,6168,6168,Pregame Shooting,2016/11/15,19.8,F,Player9,0.57948,1,1,0,0,0,0,0,0,2050,1,2,0,0,0
6168,6169,6169,Pregame Shooting,2016/11/15,17.61,G,Player10,0.51538,1,1,0,0,0,0,0,0,2050,1,2,0,0,0
6169,6170,6170,Court Warm Up,2016/11/15,49.8,F,Player1,5.91414,2,1,0,0,0,0,0,0,505,1,2,0,0,0
6170,6171,6171,Court Warm Up,2016/11/15,53.31,G,Player2,6.33098,2,1,0,0,0,0,0,0,505,1,2,0,0,0
6171,6172,6172,Court Warm Up,2016/11/15,42.85,F,Player3,5.08877,2,1,0,0,0,0,0,0,505,1,2,0,0,0
6172,6173,6173,Court Warm Up,2016/11/15,40.76,G,Player4,4.84057,2,1,0,0,0,0,0,0,505,1,2,0,0,0
6173,6174,6174,Court Warm Up,2016/11/15,49.67,F,Player5,5.8987,2,1,0,0,0,0,0,0,505,1,2,0,0,0
6174,6175,6175,Court Warm Up,2016/11/15,39.12,C,Player6,4.6458,2,1,0,0,0,0,0,0,505,1,2,0,0,0
6175,6176,6176,Court Warm Up,2016/11/15,53,G,Player7,6.29416,2,1,0,0,0,0,0,0,505,1,2,0,0,0
6176,6177,6177,Court Warm Up,2016/11/15,49.6,C,Player8,5.89039,2,1,0,0,0,0,0,0,505,1,2,0,0,0
6177,6178,6178,Court Warm Up,2016/11/15,47.04,F,Player9,5.58637,2,1,0,0,0,0,0,0,505,1,2,0,0,0
6178,6179,6179,Court Warm Up,2016/11/15,52.65,G,Player10,6.2526,2,1,0,0,0,0,0,0,505,1,2,0,0,0
6179,6180,6180,Coach Warm Up,2016/11/15,91.43,F,Player1,5.38859,3,1,0,0,0,0,0,0,1018,1,2,0,0,0
6180,6181,6181,Coach Warm Up,2016/11/15,133.44,G,Player2,7.86452,3,1,0,0,0,0,0,0,1018,1,2,0,0,0
6181,6182,6182,Coach Warm Up,2016/11/15,87.38,F,Player3,5.1499,3,1,0,0,0,0,0,0,1018,1,2,0,0,0
